intervalos_x,intervalos_y,PA,tempo
9,52,15,0.1814870834350586
9,53,15,0.1805438995361328
9,54,14,0.16456007957458496
9,55,14,0.16655206680297852
9,56,15,0.1795198917388916
9,57,15,0.19049906730651855
9,58,14,0.17352986335754395
9,59,15,0.20245599746704102
9,60,15,0.18849396705627441
9,61,15,0.18846821784973145
9,62,15,0.19148778915405273
9,63,15,0.1935100555419922
9,64,14,0.18256807327270508
9,65,14,0.19148707389831543
9,66,15,0.20256900787353516
9,67,14,0.19151616096496582
9,68,15,0.2044520378112793
9,69,14,0.19746708869934082
9,70,14,0.19248485565185547
9,71,14,0.19747209548950195
9,72,14,0.20046591758728027
9,73,14,0.20843911170959473
9,74,15,0.2184150218963623
9,75,15,0.21842002868652344
9,76,15,0.22738885879516602
9,77,14,0.20847010612487793
9,78,14,0.21642184257507324
9,79,14,0.2124309539794922
9,80,14,0.21342897415161133
9,81,15,0.2483360767364502
9,82,15,0.23337507247924805
9,83,15,0.23936104774475098
9,84,15,0.25232696533203125
9,85,14,0.22240686416625977
9,86,14,0.23433804512023926
9,87,14,0.23340511322021484
9,88,15,0.2523229122161865
9,89,14,0.2293858528137207
9,90,15,0.2593090534210205
9,91,15,0.2513251304626465
9,92,14,0.24335098266601563
9,93,14,0.24434590339660645
9,94,15,0.25631189346313477
9,95,14,0.2483360767364502
9,96,14,0.24431800842285156
9,97,15,0.27227091789245605
9,98,15,0.27030491828918457
9,99,14,0.2573111057281494
9,100,14,0.25045108795166016
9,101,15,0.2762329578399658
9,102,14,0.2633230686187744
9,103,14,0.2672569751739502
9,104,14,0.2594740390777588
9,105,14,0.2682788372039795
9,106,14,0.2693049907684326
9,107,14,0.27227306365966797
9,108,14,0.27435994148254395
9,109,14,0.2762601375579834
9,110,14,0.28523683547973633
9,111,14,0.27925801277160645
9,112,14,0.2812461853027344
9,113,14,0.28322601318359375
9,114,14,0.2842390537261963
9,115,14,0.2902240753173828
9,116,15,0.31116700172424316
9,117,14,0.29119300842285156
9,118,14,0.2912478446960449
9,119,14,0.2872319221496582
9,120,14,0.46275997161865234
9,121,14,0.2952079772949219
9,122,14,0.29520702362060547
9,123,15,0.322113037109375
9,124,14,0.2952098846435547
9,125,14,0.2962350845336914
9,126,14,0.29720497131347656
9,127,14,0.30225706100463867
9,128,14,0.31612396240234375
9,129,14,0.3072068691253662
9,130,14,0.31615710258483887
9,131,14,0.3151559829711914
9,132,15,0.34407997131347656
9,133,14,0.32213711738586426
9,134,14,0.3221108913421631
9,135,14,0.323134183883667
9,136,14,0.32422399520874023
9,137,14,0.33211708068847656
9,138,14,0.3261220455169678
9,139,14,0.32912182807922363
9,140,14,0.3368041515350342
9,141,14,0.3420858383178711
9,142,14,0.3360710144042969
9,143,14,0.3370990753173828
9,144,14,0.3451039791107178
9,145,14,0.34006190299987793
9,146,14,0.3431100845336914
9,147,14,0.351032018661499
9,148,14,0.3451070785522461
9,149,14,0.36429882049560547
9,150,14,0.34707212448120117
10,8,19,0.10372185707092285
10,9,17,0.09773802757263184
10,10,17,0.09474706649780273
10,11,17,0.10275101661682129
10,12,17,0.09574198722839355
10,13,16,0.1007380485534668
10,14,16,0.09873700141906738
10,15,16,0.1047208309173584
10,16,16,0.11765789985656738
10,17,16,0.11369609832763672
10,18,15,0.0996999740600586
10,19,15,0.10973501205444336
10,20,16,0.11868596076965332
10,21,16,0.1136929988861084
10,22,15,0.12164592742919922
10,23,15,0.11568999290466309
10,24,16,0.1276860237121582
10,25,16,0.13164782524108887
10,26,15,0.1266629695892334
10,27,16,0.12965106964111328
10,28,16,0.13962602615356445
10,29,16,0.14561009407043457
10,30,15,0.13663387298583984
10,31,15,0.1296529769897461
10,32,15,0.13763213157653809
10,33,15,0.13959789276123047
10,34,15,0.14860296249389648
10,35,14,0.13965392112731934
10,36,15,0.14860200881958008
10,37,15,0.15159392356872559
10,38,14,0.14464211463928223
10,39,15,0.15758585929870605
10,40,15,0.1615591049194336
10,41,15,0.17151284217834473
10,42,15,0.1625959873199463
10,43,15,0.16455793380737305
10,44,15,0.1655559539794922
10,45,14,0.15758109092712402
10,46,14,0.16156601905822754
10,47,15,0.18151187896728516
10,48,15,0.17752718925476074
10,49,15,0.17549991607666016
10,50,14,0.1665809154510498
10,51,15,0.1825120449066162
10,52,14,0.17453408241271973
10,53,15,0.18550491333007813
10,54,14,0.1775219440460205
10,55,14,0.18849611282348633
10,56,15,0.2124040126800537
10,57,15,0.19550490379333496
10,58,14,0.18151307106018066
10,59,14,0.18550491333007813
10,60,15,0.2064199447631836
10,61,14,0.19849801063537598
10,62,14,0.19145894050598145
10,63,14,0.19345402717590332
10,64,15,0.21043705940246582
10,65,15,0.22144103050231934
10,66,14,0.20444703102111816
10,67,14,0.20345592498779297
10,68,15,0.23636794090270996
10,69,15,0.21941494941711426
10,70,14,0.21140408515930176
10,71,14,0.21744585037231445
10,72,14,0.38397216796875
10,73,15,0.234375
10,74,14,0.21938490867614746
10,75,14,0.2264249324798584
10,76,14,0.21741509437561035
10,77,15,0.24332094192504883
10,78,14,0.22343111038208008
10,79,14,0.23038005828857422
10,80,14,0.22137904167175293
10,81,15,0.2553439140319824
10,82,14,0.2313539981842041
10,83,14,0.24038410186767578
10,84,14,0.2343440055847168
10,85,14,0.24437379837036133
10,86,14,0.2692530155181885
10,87,14,0.24235296249389648
10,88,14,0.2522859573364258
10,89,15,0.27229905128479004
10,90,14,0.2513289451599121
10,91,14,0.26429200172424316
10,92,14,0.2622981071472168
10,93,15,0.28221797943115234
10,94,14,0.25634002685546875
10,95,14,0.26628684997558594
10,96,14,0.26927900314331055
10,97,14,0.27426910400390625
10,98,14,0.27825284004211426
10,99,14,0.2782261371612549
10,100,14,0.27725791931152344
10,101,14,0.2772860527038574
10,102,14,0.2802109718322754
10,103,14,0.284268856048584
10,104,14,0.28623294830322266
10,105,14,0.28520798683166504
10,106,14,0.28327012062072754
10,107,14,0.29119300842285156
10,108,14,0.29423999786376953
10,109,14,0.3171229362487793
10,110,14,0.2962360382080078
10,111,14,0.29920411109924316
10,112,14,0.30216288566589355
10,113,14,0.31316304206848145
10,114,14,0.3052101135253906
10,115,14,0.30618786811828613
10,116,14,0.31216001510620117
10,117,14,0.3121368885040283
10,118,14,0.31418800354003906
10,119,14,0.3151559829711914
10,120,14,0.31615710258483887
10,121,14,0.33111000061035156
10,122,14,0.32413291931152344
10,123,14,0.3280940055847168
10,124,14,0.32815098762512207
10,125,14,0.328092098236084
10,126,14,0.3390929698944092
10,127,14,0.33911991119384766
10,128,14,0.3341059684753418
10,129,14,0.3510611057281494
10,130,14,0.3400900363922119
10,131,14,0.34408092498779297
10,132,14,0.35202789306640625
10,133,14,0.3451070785522461
10,134,14,0.35005998611450195
10,135,14,0.35804200172424316
10,136,14,0.35205793380737305
10,137,14,0.5438258647918701
10,138,14,0.35208702087402344
10,139,14,0.3680148124694824
10,140,14,0.35402512550354004
10,141,14,0.3640260696411133
10,142,14,0.35521793365478516
10,143,14,0.36305880546569824
10,144,14,0.36103105545043945
10,145,14,0.37898707389831543
10,146,14,0.37397003173828125
10,147,14,0.38016200065612793
10,148,14,0.37910890579223633
10,149,14,0.37798500061035156
10,150,14,0.3869640827178955
11,8,18,0.09571480751037598
11,9,18,0.10574507713317871
11,10,17,0.09527397155761719
11,11,17,0.10269999504089355
11,12,18,0.10474681854248047
11,13,16,0.10369205474853516
11,14,16,0.09973287582397461
11,15,16,0.11269903182983398
11,16,16,0.11571907997131348
11,17,16,0.10770988464355469
11,18,17,0.12167501449584961
11,19,15,0.10575294494628906
11,20,15,0.11571502685546875
11,21,16,0.1326749324798584
11,22,16,0.12366795539855957
11,23,16,0.13453102111816406
11,24,15,0.1266341209411621
11,25,16,0.1276869773864746
11,26,17,0.1486039161682129
11,27,17,0.155548095703125
11,28,16,0.14265084266662598
11,29,15,0.13959813117980957
11,30,16,0.15115785598754883
11,31,16,0.14461302757263184
11,32,15,0.16455912590026855
11,33,15,0.14863109588623047
11,34,15,0.1515660285949707
11,35,16,0.16159582138061523
11,36,15,0.15362095832824707
11,37,16,0.1685199737548828
11,38,15,0.17752599716186523
11,39,15,0.17054319381713867
11,40,15,0.17253780364990234
11,41,16,0.18154215812683105
11,42,15,0.17182588577270508
11,43,15,0.17752504348754883
11,44,15,0.17755508422851563
11,45,15,0.17851996421813965
11,46,15,0.18849587440490723
11,47,15,0.1825110912322998
11,48,16,0.19744491577148438
11,49,15,0.19556593894958496
11,50,15,0.18949198722839355
11,51,15,0.19148802757263184
11,52,15,0.19447898864746094
11,53,16,0.2173910140991211
11,54,15,0.20545101165771484
11,55,14,0.18952107429504395
11,56,15,0.20545005798339844
11,57,15,0.21442699432373047
11,58,15,0.21143198013305664
11,59,15,0.22240400314331055
11,60,15,0.22240591049194336
11,61,15,0.21941304206848145
11,62,16,0.24331998825073242
11,63,15,0.22545599937438965
11,64,15,0.22442984580993652
11,65,16,0.25229501724243164
11,66,16,0.25535106658935547
11,67,15,0.2303769588470459
11,68,15,0.24235296249389648
11,69,16,0.2513000965118408
11,70,15,0.25035905838012695
11,71,15,0.24135303497314453
11,72,15,0.2526669502258301
11,73,15,0.25332093238830566
11,74,15,0.2474689483642578
11,75,15,0.25628089904785156
11,76,15,0.26837611198425293
11,77,15,0.25534486770629883
11,78,15,0.276353120803833
11,79,15,0.26631689071655273
11,80,15,0.27226996421813965
11,81,15,0.26628708839416504
11,82,15,0.2753279209136963
11,83,15,0.28523898124694824
11,84,15,0.28137922286987305
11,85,15,0.28330397605895996
11,86,15,0.28520798683166504
11,87,15,0.2792809009552002
11,88,15,0.469743013381958
11,89,15,0.2862050533294678
11,90,15,0.28922605514526367
11,91,15,0.28922581672668457
11,92,15,0.29224610328674316
11,93,15,0.2951829433441162
11,94,15,0.2973358631134033
11,95,15,0.30431509017944336
11,96,15,0.3011660575866699
11,97,15,0.3042140007019043
11,98,15,0.3232288360595703
11,99,15,0.315155029296875
11,100,15,0.3191800117492676
11,101,15,0.32111310958862305
11,102,14,0.30321693420410156
11,103,15,0.32512998580932617
11,104,15,0.3261270523071289
11,105,15,0.34407997131347656
11,106,14,0.31313300132751465
11,107,15,0.3321390151977539
11,108,15,0.3360719680786133
11,109,15,0.3451051712036133
11,110,15,0.34305477142333984
11,111,15,0.3461010456085205
11,112,15,0.3530271053314209
11,113,15,0.3530540466308594
11,114,15,0.3530559539794922
11,115,15,0.36305785179138184
11,116,15,0.3650228977203369
11,117,15,0.3765130043029785
11,118,14,0.34108901023864746
11,119,15,0.37399792671203613
11,120,15,0.36801600456237793
11,121,15,0.375964879989624
11,122,15,0.37421703338623047
11,123,15,0.37998414039611816
11,124,15,0.37998294830322266
11,125,15,0.38796091079711914
11,126,15,0.3875260353088379
11,127,15,0.39992499351501465
11,128,15,0.3919510841369629
11,129,15,0.3920469284057617
11,130,15,0.3999290466308594
11,131,15,0.3959689140319824
11,132,15,0.41190004348754883
11,133,15,0.40790510177612305
11,134,15,0.4059150218963623
11,135,15,0.4009249210357666
11,136,14,0.3839700222015381
11,137,15,0.4109001159667969
11,138,15,0.41785383224487305
11,139,15,0.42190003395080566
11,140,14,0.5595018863677979
11,141,15,0.41190004348754883
11,142,15,0.41460108757019043
11,143,15,0.42287302017211914
11,144,14,0.3949398994445801
11,145,14,0.39591097831726074
11,146,15,0.42688703536987305
11,147,15,0.43483614921569824
11,148,15,0.4407920837402344
11,149,14,0.41392087936401367
11,150,15,0.44880104064941406
12,8,18,0.09474301338195801
12,9,18,0.10671615600585938
12,10,17,0.09674191474914551
12,11,18,0.11070513725280762
12,12,16,0.1057119369506836
12,13,17,0.11865806579589844
12,14,17,0.11771297454833984
12,15,16,0.1047220230102539
12,16,16,0.11668682098388672
12,17,16,0.11170196533203125
12,18,17,0.1296539306640625
12,19,16,0.1356348991394043
12,20,15,0.11269903182983398
12,21,16,0.13065004348754883
12,22,16,0.13563990592956543
12,23,16,0.13560795783996582
12,24,16,0.14264702796936035
12,25,16,0.14461302757263184
12,26,16,0.14461183547973633
12,27,16,0.1515970230102539
12,28,15,0.1435871124267578
12,29,16,0.14862895011901855
12,30,16,0.16755199432373047
12,31,16,0.16054201126098633
12,32,16,0.1665821075439453
12,33,16,0.16655492782592773
12,34,17,0.1795198917388916
12,35,16,0.17250919342041016
12,36,16,0.18550395965576172
12,37,15,0.16558504104614258
12,38,16,0.18058085441589355
12,39,15,0.1715691089630127
12,40,16,0.1934528350830078
12,41,16,0.19450807571411133
12,42,16,0.19148802757263184
12,43,16,0.19547605514526367
12,44,16,0.19852995872497559
12,45,16,0.20641803741455078
12,46,16,0.21346211433410645
12,47,16,0.20840907096862793
12,48,16,0.20946693420410156
12,49,16,0.21675586700439453
12,50,16,0.2124311923980713
12,51,15,0.20569086074829102
12,52,16,0.22539806365966797
12,53,16,0.2233719825744629
12,54,15,0.22539591789245605
12,55,16,0.2293860912322998
12,56,16,0.24138307571411133
12,57,16,0.23337578773498535
12,58,15,0.22137904167175293
12,59,15,0.23241090774536133
12,60,16,0.2503020763397217
12,61,16,0.25531697273254395
12,62,15,0.2403860092163086
12,63,15,0.23391103744506836
12,64,16,0.26030397415161133
12,65,15,0.2513279914855957
12,66,16,0.2652609348297119
12,67,16,0.2682831287384033
12,68,15,0.25634098052978516
12,69,16,0.2672858238220215
12,70,15,0.26432299613952637
12,71,16,0.28321409225463867
12,72,15,0.26432085037231445
12,73,15,0.2672569751739502
12,74,16,0.2982311248779297
12,75,16,0.2991979122161865
12,76,15,0.2782270908355713
12,77,15,0.2894008159637451
12,78,15,0.28324007987976074
12,79,15,0.2775719165802002
12,80,16,0.31316113471984863
12,81,16,0.3151860237121582
12,82,15,0.28520798683166504
12,83,16,0.3211679458618164
12,84,15,0.4667520523071289
12,85,16,0.31615400314331055
12,86,16,0.31911706924438477
12,87,15,0.30019688606262207
12,88,16,0.3211650848388672
12,89,16,0.32213687896728516
12,90,15,0.3062469959259033
12,91,15,0.3261280059814453
12,92,15,0.3101978302001953
12,93,15,0.3131680488586426
12,94,16,0.34566497802734375
12,95,15,0.3261549472808838
12,96,15,0.3471050262451172
12,97,15,0.3291468620300293
12,98,15,0.3360729217529297
12,99,16,0.3641481399536133
12,100,16,0.35832691192626953
12,101,15,0.3450779914855957
12,102,15,0.35214900970458984
12,103,16,0.3670229911804199
12,104,15,0.3540480136871338
12,105,15,0.35205793380737305
12,106,15,0.3660249710083008
12,107,15,0.3592040538787842
12,108,16,0.3931119441986084
12,109,15,0.363055944442749
12,110,15,0.3730030059814453
12,111,15,0.3789839744567871
12,112,15,0.38494205474853516
12,113,16,0.4110219478607178
12,114,16,0.40894007682800293
12,115,15,0.37624096870422363
12,116,15,0.3909580707550049
12,117,15,0.3812868595123291
12,118,15,0.39208102226257324
12,119,16,0.418942928314209
12,120,15,0.39905500411987305
12,121,15,0.4009270668029785
12,122,16,0.436830997467041
12,123,15,0.39394497871398926
12,124,15,0.4109020233154297
12,125,15,0.4118680953979492
12,126,15,0.41486096382141113
12,127,16,0.4468979835510254
12,128,15,0.43196916580200195
12,129,15,0.43585777282714844
12,130,15,0.43184804916381836
12,131,15,0.4278550148010254
12,132,15,0.43680405616760254
12,133,16,0.4617650508880615
12,134,15,0.6063780784606934
12,135,15,0.4418208599090576
12,136,16,0.459766149520874
12,137,15,0.44291090965270996
12,138,15,0.4549560546875
12,139,15,0.45375704765319824
12,140,15,0.45780301094055176
12,141,16,0.48467588424682617
12,142,15,0.45780205726623535
12,143,15,0.4717090129852295
12,144,15,0.4597969055175781
12,145,15,0.46774911880493164
12,146,15,0.47672581672668457
12,147,16,0.5036489963531494
12,148,15,0.4657261371612549
12,149,15,0.4947037696838379
12,150,15,0.48969221115112305
13,8,19,0.1046898365020752
13,9,18,0.10870909690856934
13,10,17,0.10075902938842773
13,11,17,0.10970497131347656
13,12,16,0.10668706893920898
13,13,16,0.10471987724304199
13,14,16,0.11272692680358887
13,15,17,0.11965107917785645
13,16,16,0.1206820011138916
13,17,16,0.12266993522644043
13,18,16,0.11665987968444824
13,19,16,0.13666415214538574
13,20,15,0.12569093704223633
13,21,16,0.12865686416625977
13,22,15,0.1386251449584961
13,23,16,0.14259004592895508
13,24,15,0.13467001914978027
13,25,15,0.13062214851379395
13,26,16,0.15960121154785156
13,27,15,0.14464211463928223
13,28,16,0.15657997131347656
13,29,15,0.14957094192504883
13,30,15,0.15262198448181152
13,31,15,0.1655559539794922
13,32,15,0.1575779914855957
13,33,15,0.16153907775878906
13,34,15,0.16455888748168945
13,35,15,0.1665821075439453
13,36,15,0.1685478687286377
13,37,15,0.1825120449066162
13,38,15,0.17553091049194336
13,39,15,0.1795179843902588
13,40,14,0.17054414749145508
13,41,15,0.1844778060913086
13,42,15,0.19148802757263184
13,43,15,0.1935100555419922
13,44,15,0.2004680633544922
13,45,14,0.18350696563720703
13,46,15,0.19943809509277344
13,47,15,0.20148992538452148
13,48,15,0.21442604064941406
13,49,15,0.2074439525604248
13,50,15,0.20944714546203613
13,51,15,0.21938490867614746
13,52,15,0.21545004844665527
13,53,15,0.2283620834350586
13,54,15,0.2214348316192627
13,55,15,0.2353661060333252
13,56,15,0.23636698722839355
13,57,15,0.23337483406066895
13,58,14,0.22536897659301758
13,59,15,0.25035786628723145
13,60,15,0.2453441619873047
13,61,15,0.24932503700256348
13,62,15,0.25770998001098633
13,63,15,0.2592759132385254
13,64,15,0.2603321075439453
13,65,15,0.2543199062347412
13,66,15,0.2632629871368408
13,67,14,0.25444602966308594
13,68,15,0.2653181552886963
13,69,15,0.27423787117004395
13,70,14,0.26132893562316895
13,71,14,0.431837797164917
13,72,15,0.26927900314331055
13,73,14,0.25830912590026855
13,74,15,0.28752899169921875
13,75,15,0.28324198722839355
13,76,15,0.2872312068939209
13,77,15,0.2891979217529297
13,78,15,0.29330897331237793
13,79,14,0.2762610912322998
13,80,14,0.28928494453430176
13,81,15,0.3003239631652832
13,82,15,0.3091728687286377
13,83,14,0.29121994972229004
13,84,15,0.3141591548919678
13,85,15,0.3175690174102783
13,86,14,0.30521297454833984
13,87,14,0.300199031829834
13,88,15,0.326124906539917
13,89,14,0.3091731071472168
13,90,14,0.3201148509979248
13,91,15,0.34707117080688477
13,92,14,0.3171818256378174
13,93,14,0.3182661533355713
13,94,15,0.34607386589050293
13,95,14,0.33208417892456055
13,96,14,0.33014392852783203
13,97,15,0.3530559539794922
13,98,15,0.3601360321044922
13,99,14,0.33806300163269043
13,100,15,0.3670182228088379
13,101,15,0.37701892852783203
13,102,14,0.35505104064941406
13,103,14,0.351032018661499
13,104,15,0.3700089454650879
13,105,14,0.3540530204772949
13,106,14,0.35502195358276367
13,107,15,0.38599705696105957
13,108,14,0.36299896240234375
13,109,14,0.3670179843902588
13,110,15,0.39397406578063965
13,111,14,0.3651459217071533
13,112,14,0.375964879989624
13,113,15,0.40096402168273926
13,114,14,0.3819410800933838
13,115,14,0.38309502601623535
13,116,15,0.41202592849731445
13,117,14,0.38297510147094727
13,118,14,0.4109008312225342
13,119,14,0.4089360237121582
13,120,14,0.39291810989379883
13,121,14,0.4029500484466553
13,122,14,0.3979349136352539
13,123,15,0.42885398864746094
13,124,14,0.4029200077056885
13,125,14,0.5764570236206055
13,126,15,0.4388248920440674
13,127,14,0.4039180278778076
13,128,14,0.4089059829711914
13,129,15,0.43780016899108887
13,130,14,0.4159200191497803
13,131,14,0.4148569107055664
13,132,15,0.4588000774383545
13,133,14,0.4279518127441406
13,134,14,0.42895007133483887
13,135,15,0.468858003616333
13,136,14,0.432811975479126
13,137,14,0.43486499786376953
13,138,14,0.4518249034881592
13,139,14,0.45478296279907227
13,140,14,0.4498300552368164
13,141,14,0.45178985595703125
13,142,14,0.45079493522644043
13,143,15,0.5036520957946777
13,144,14,0.45677995681762695
13,145,14,0.4697418212890625
13,146,14,0.469743013381958
13,147,14,0.46974611282348633
13,148,15,0.49863290786743164
13,149,14,0.48969006538391113
13,150,14,0.4697439670562744
14,8,18,0.10670709609985352
14,9,17,0.0967409610748291
14,10,17,0.1077120304107666
14,11,18,0.12067604064941406
14,12,17,0.11765789985656738
14,13,15,0.099761962890625
14,14,15,0.1077120304107666
14,15,15,0.10671401023864746
14,16,16,0.12167501449584961
14,17,15,0.1296248435974121
14,18,16,0.12070417404174805
14,19,15,0.12463808059692383
14,20,15,0.12868404388427734
14,21,15,0.13161897659301758
14,22,15,0.12668895721435547
14,23,16,0.15857601165771484
14,24,16,0.1486039161682129
14,25,15,0.14461112022399902
14,26,15,0.14760804176330566
14,27,15,0.15059399604797363
14,28,15,0.15555596351623535
14,29,14,0.14862990379333496
14,30,15,0.16156792640686035
14,31,15,0.1625359058380127
14,32,15,0.1665809154510498
14,33,14,0.1565539836883545
14,34,15,0.18051600456237793
14,35,15,0.1825399398803711
14,36,15,0.18151402473449707
14,37,14,0.1735079288482666
14,38,15,0.2044811248779297
14,39,15,0.18849587440490723
14,40,15,0.18949413299560547
14,41,14,0.18151187896728516
14,42,15,0.20741820335388184
14,43,15,0.20946598052978516
14,44,15,0.20345592498779297
14,45,14,0.19248509407043457
14,46,15,0.20943880081176758
14,47,15,0.23035597801208496
14,48,14,0.20348310470581055
14,49,14,0.2044529914855957
14,50,15,0.22935891151428223
14,51,15,0.22542619705200195
14,52,14,0.22040891647338867
14,53,14,0.21738982200622559
14,54,15,0.43287014961242676
14,55,15,0.23138093948364258
14,56,14,0.22739410400390625
14,57,14,0.22240185737609863
14,58,14,0.2343449592590332
14,59,15,0.24437403678894043
14,60,14,0.24335098266601563
14,61,15,0.2593040466308594
14,62,15,0.25331878662109375
14,63,15,0.26329708099365234
14,64,14,0.24933195114135742
14,65,14,0.2503318786621094
14,66,14,0.2573108673095703
14,67,14,0.26825404167175293
14,68,15,0.2822730541229248
14,69,14,0.26825499534606934
14,70,14,0.2643249034881592
14,71,15,0.2932109832763672
14,72,15,0.30019617080688477
14,73,14,0.2842400074005127
14,74,14,0.28623104095458984
14,75,15,0.3071777820587158
14,76,14,0.2862370014190674
14,77,15,0.3121650218963623
14,78,14,0.29418206214904785
14,79,15,0.32216596603393555
14,80,14,0.30120205879211426
14,81,14,0.3021860122680664
